Hostname,Last Seen,First Seen,Platform,OS Version,OS Build,OS Product Name,Kernel Version,Model,Manufacturer,Type,Chassis,Last Reboot,OU,Site,Prevention Policy,Response Policy,Sensor Update Policy,USB Device Policy,Kubernetes Admission Control Policy,Host ID,Local IP,Connection IP,Default Gateway IP,External IP,Domain,MAC Address,Connection MAC Address,Status,CPUID,Serial Number,Sensor Version,Sensor Tags,Cloud Service Provider,Cloud Service Account ID,Cloud Service Instance ID,Cloud Service Zone/Group,Kubernetes Cluster ID,Kubernetes Server Git Version,Kubernetes Server Version,RFM,Linux Sensor Mode,Deployment Type,Email,Pod ID,Pod Name,Pod Namespace,Pod Labels,Pod Annotations,Pod IP4,Pod IP6,Pod Hostname,Pod Host IP4,Pod Host IP6,Pod Service Account Name,Host Groups
CP-W3950,2023-09-11T14:47:35Z,2023-02-28T17:57:07Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.1265,Latitude 3400,Dell Inc.,Workstation,Laptop,2023-09-08T11:03:12Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:39 UTC","General-Response-Windows
28 Feb 23 17:58 UTC","General-Sensor-Windows
29 Aug 23 14:32 UTC",No policy,No policy,b5bf09ebdd8c41b0aeaaf07b9a7ca3ef,10.111.100.63,10.111.100.63,10.111.100.1,200.170.190.57,,88-6f-d4-ff-40-6d,88-6f-d4-ff-40-6d,normal,526060,CSPFPZ2,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W0777,2023-09-11T14:50:34Z,2022-10-18T16:29:52Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3400,Dell Inc.,Workstation,Laptop,2023-08-30T18:45:33Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:42 UTC","General-Response-Windows
18 Oct 22 16:31 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,b26a84906f4e48ffa536420c156db3fc,192.168.0.12,192.168.0.12,192.168.0.1,187.37.64.232,,40-5b-d8-f2-97-fb,40-5b-d8-f2-97-fb,normal,526060,15D3R23,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W6336,2023-09-11T14:28:49Z,2023-05-11T18:25:42Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-29T21:18:06Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:44 UTC","General-Response-Windows
11 May 23 18:52 UTC","General-Sensor-Windows
29 Aug 23 14:46 UTC",No policy,No policy,c607165efa474c77985ead1041333637,192.168.15.68,192.168.15.68,192.168.15.1,177.102.128.119,,00-d7-6d-5c-67-7d,00-d7-6d-5c-67-7d,normal,526017,199VPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-CWB-W0613,2023-09-01T19:25:26Z,2022-11-30T15:01:10Z,Windows,Windows 11,22621,Windows 11 Home Single Language,10.0.22621.2134,Aspire A315-56,Acer,Workstation,Laptop,2023-09-01T11:42:54Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:43 UTC","General-Response-Windows
30 Nov 22 18:41 UTC","General-Sensor-Windows
29 Aug 23 15:02 UTC",No policy,No policy,2a6516ea5d654e97baa6d25e6eebe24b,10.111.140.124,10.111.140.124,10.111.140.1,200.170.190.57,,a4-63-a1-57-4a-22,a4-63-a1-57-4a-22,normal,460517,NXHV1AL00E04738EB69501,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-M2477,2023-08-02T20:16:06Z,2023-08-02T20:16:06Z,Mac,Monterey (12),21C52,,21.2.2000,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
02 Aug 23 20:16 UTC","General-Response-Mac
02 Aug 23 20:16 UTC","General-Sensor-Mac
02 Aug 23 20:16 UTC",No policy,No policy,502b12c89166425694b57c226acbc8c9,,,,187.72.41.41,,,,normal,591594,C02FJ4QRMD6M,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
LOFT-W6137,2023-09-11T14:33:22Z,2023-02-28T12:17:55Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-04T17:52:23Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:44 UTC","General-Response-Windows
28 Feb 23 12:18 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,8a437cb8657941b880a9f36dffbe22c8,192.168.1.12,192.168.1.12,192.168.1.1,191.135.156.46,,00-d7-6d-5c-66-24,00-d7-6d-5c-66-24,normal,526017,CLJXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W3054,2023-09-11T14:40:54Z,2022-12-23T15:03:38Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-06T12:29:53Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:57 UTC","General-Response-Windows
23 Dec 22 15:04 UTC","General-Sensor-Windows
29 Aug 23 14:45 UTC",No policy,No policy,e570082d382e4953a40034ec4e9627a6,192.168.11.11,192.168.11.11,192.168.11.1,179.0.172.151,,00-d7-6d-12-cd-66,00-d7-6d-12-cd-66,normal,526017,5XBPSH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-CWB-W0948,2023-09-11T14:33:21Z,2023-01-05T18:03:31Z,Windows,Windows 11,"2,26E+04",Windows 11 Pro,10.0.22621.2134,Aspire A515-54,Acer,Workstation,Laptop,2023-09-05T02:12:38Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:24 UTC","General-Response-Windows
05 Jan 23 18:05 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,681deef527cc450f89c0d11d8b404412,10.111.140.66,10.111.140.66,10.111.140.1,191.177.186.72,,d8-f3-bc-6d-65-35,d8-f3-bc-6d-65-35,normal,526060,NXHQMAL00T1380285A9Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-CWB-W0624,2023-09-02T12:34:24Z,2022-11-30T15:01:49Z,Windows,Windows 11,"2,26E+04",Windows 11 Home Single Language,10.0.22621.2134,Aspire A315-56,Acer,Workstation,Laptop,2023-08-09T20:45:08Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:24 UTC","General-Response-Windows
17 Apr 23 16:17 UTC","General-Sensor-Windows
29 Aug 23 15:01 UTC",No policy,No policy,54aee712cfeb4f23b8b75eaf292c3a66,10.220.100.2,192.168.100.31,192.168.100.1,200.170.190.57,,00-09-0f-aa-00-01,a4-63-a1-57-48-54,normal,460517,NXHV1AL00E04738E749501,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W6402,2023-08-22T12:38:03Z,2023-08-18T21:16:09Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.1848,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-22T12:36:47Z,,,"General-Prevention-Windows-Workstation
18 Aug 23 21:18 UTC","General-Response-Windows
18 Aug 23 21:18 UTC","General-Sensor-Windows
18 Aug 23 22:20 UTC",No policy,No policy,d56d1cfa50ca46a4acb60aece54e59da,10.10.251.100,10.10.251.100,10.10.251.1,177.190.196.142,,b4-45-06-34-cb-19,b4-45-06-34-cb-19,normal,526017,BMJXPP3,6.49.16303.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Windows
CP-W3031,2023-08-21T18:15:34Z,2023-08-08T12:51:37Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-08-18T18:36:38Z,,,"General-Prevention-Windows-Workstation
08 Aug 23 12:53 UTC","General-Response-Windows
08 Aug 23 12:53 UTC","General-Sensor-Windows
08 Aug 23 12:56 UTC",No policy,No policy,81c1bdef18c847c7b134ab88d5790532,10.111.110.170,10.111.110.170,10.111.110.1,200.170.190.57,,00-d7-6d-00-62-3e,00-d7-6d-00-62-3e,normal,526060,3003XF3,6.49.16303.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,TESTE-CS-GRP-BR-CP-Windows"
VISTA-W0090,2023-08-29T16:52:05Z,2023-07-10T12:50:39Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3031,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-08-09T16:25:18Z,,,"General-Prevention-Windows-Workstation
10 Jul 23 12:54 UTC","General-Response-Windows
10 Jul 23 12:54 UTC","General-Sensor-Windows
29 Aug 23 16:53 UTC",No policy,No policy,d5704976080c4d9b969bcb994608c65d,192.168.60.71,192.168.60.71,192.168.60.1,177.36.186.250,,90-cc-df-3d-d1-fa,90-cc-df-3d-d1-fa,normal,526060,JHBHB93,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W6093,2023-09-11T14:44:49Z,2023-05-03T17:01:47Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-24T13:26:48Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:38 UTC","General-Response-Windows
03 May 23 17:03 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,d1c51791df7242a48cc435e3c98b4ddc,192.168.15.24,2804:18:18b6:b22c:8059:1449:5c36:6278,2804:18:18b6:b22c:8059:1449:5c36:6278,177.175.106.192,,00-d7-6d-5f-b8-bf,00-d7-6d-5f-b8-bf,normal,526017,F6KXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-CWB-W1064,2023-09-11T14:43:51Z,2023-07-17T18:52:18Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Aspire A515-54,Acer,Workstation,Laptop,2023-09-04T14:27:14Z,,,"General-Prevention-Windows-Workstation
17 Jul 23 19:00 UTC","General-Response-Windows
17 Jul 23 18:54 UTC","General-Sensor-Windows
29 Aug 23 16:10 UTC",No policy,No policy,65dc5a4ea8524344b7134a8affdbf13d,192.168.1.102,192.168.1.102,192.168.1.1,72.44.28.179,,d8-f3-bc-6d-f9-41,d8-f3-bc-6d-f9-41,normal,526060,NXHQMAL00T13802D499Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W0994,2023-09-11T14:39:00Z,2021-10-29T13:47:04Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3400,Dell Inc.,Workstation,Laptop,2023-09-11T12:15:55Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:46 UTC","General-Response-Windows
29 Oct 21 13:48 UTC","General-Sensor-Windows
29 Aug 23 15:08 UTC",No policy,No policy,38a3f032425b4f83bc2937cb03d80a6e,192.168.0.97,192.168.0.97,192.168.0.1,201.80.142.15,,e8-6f-38-e0-48-17,e8-6f-38-e0-48-17,normal,526060,4TXYZ23,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-CWB-W1192,2023-09-11T14:36:19Z,2022-12-15T18:33:29Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.2965,Aspire A515-54,Acer,Workstation,Laptop,2023-09-06T10:47:45Z,,,"General-Prevention-Windows-Workstation
30 Jun 23 15:51 UTC","General-Response-Windows
30 Jun 23 15:51 UTC","General-Sensor-Windows
29 Aug 23 14:46 UTC",No policy,No policy,2abe4014de0b4ceeaf3e0af4b1e2b3b7,10.111.140.25,10.111.140.25,10.111.140.1,200.170.190.57,,74-4c-a1-41-fb-7b,74-4c-a1-41-fb-7b,normal,526060,NXHQMAL00X13803FCD9Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-CWB-W1224,2023-09-11T14:38:46Z,2022-12-01T17:00:54Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Aspire A515-54,Acer,Workstation,Laptop,2023-08-29T00:46:03Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:40 UTC","General-Response-Windows
01 Dec 22 17:02 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,74663337ca694b7dabab4023aceb0df4,10.111.140.40,10.111.140.40,10.111.140.1,191.177.187.212,,5c-e4-2a-88-09-00,5c-e4-2a-88-09-00,normal,526060,NXHQMAL013202013BB9Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-M3583,2023-09-11T14:34:49Z,2023-07-06T14:54:56Z,Mac,Ventura (13),22G91,,22.6.2000,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
10 Jul 23 19:02 UTC","General-Response-Mac
06 Jul 23 14:56 UTC","General-Sensor-Mac
06 Jul 23 14:58 UTC",No policy,No policy,68e4de8b0ff14182b94087286a032813,192.168.100.50,,,201.67.143.49,,0c-37-96-51-19-b5,,normal,591594,C02G50F6MD6M,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
LOFT-W3127,2023-09-11T14:47:38Z,2023-02-13T20:18:43Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-06T11:45:18Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:34 UTC","General-Response-Windows
13 Feb 23 20:20 UTC","General-Sensor-Windows
29 Aug 23 16:12 UTC",No policy,No policy,143e202acedf4b16b0929b7c54577335,192.168.3.5,192.168.3.5,192.168.3.1,177.10.62.209,,00-d7-6d-12-ea-f8,00-d7-6d-12-ea-f8,normal,526017,6NBPSH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W6463,2023-09-11T14:51:12Z,2023-05-09T13:40:17Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-28T12:31:05Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:38 UTC","General-Response-Windows
16 May 23 20:43 UTC","General-Sensor-Windows
29 Aug 23 14:58 UTC",No policy,No policy,189db9d020464b5197014a82cdb1ea3a,192.168.15.157,192.168.15.157,192.168.15.1,201.87.27.153,,00-d7-6d-63-6f-a0,00-d7-6d-63-6f-a0,normal,526017,849VPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-W2124,2023-09-11T14:34:56Z,2023-03-13T17:52:24Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-08-25T20:17:05Z,,,"General-Prevention-Windows-Workstation
28 Jun 23 20:32 UTC","General-Response-Windows
13 Mar 23 17:54 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,b5eb7895ab974c37a0ea9eda58f19c01,10.111.100.64,10.111.100.64,10.111.100.1,200.170.190.57,,b0-7b-25-2d-ed-ab,b0-7b-25-2d-ed-ab,normal,526060,GJBHB93,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-CWB-W0946,2023-09-11T14:56:53Z,2023-02-27T19:31:58Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.1992,Aspire A515-54,Acer,Workstation,Laptop,2023-09-09T23:16:03Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:25 UTC","General-Response-Windows
27 Feb 23 19:33 UTC","General-Sensor-Windows
29 Aug 23 14:49 UTC",No policy,No policy,b2a0065a70934e0aba5fe79389bb6ee1,10.111.140.95,10.111.140.95,10.111.140.1,177.220.174.162,,d8-f3-bc-6d-65-01,d8-f3-bc-6d-65-01,normal,526060,NXHQMAL00T138027E39Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W3279,2023-08-04T20:34:48Z,2022-12-27T12:08:18Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3208,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-07-25T11:47:04Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:41 UTC","General-Response-Windows
27 Dec 22 12:09 UTC","General-Sensor-Windows
06 Jul 23 18:04 UTC",No policy,No policy,f1036a7abb614dbe9a36b26ac5c6ea37,10.10.50.169,10.10.50.169,10.10.50.1,187.72.41.41,,00-d7-6d-10-97-e4,00-d7-6d-10-97-e4,normal,526017,7CZFKH3,6.49.16303.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Windows
CP-CWB-W1052,2023-09-11T14:39:14Z,2023-02-03T15:23:11Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.1992,Aspire A515-54G,Acer,Workstation,Laptop,2023-08-23T21:41:20Z,,,"General-Prevention-Windows-Workstation
28 Jun 23 20:33 UTC","General-Response-Windows
03 Feb 23 15:25 UTC","General-Sensor-Windows
29 Aug 23 14:32 UTC",No policy,No policy,ea031bf1a286414dbc7b744e65a9b9db,192.168.0.60,192.168.0.60,192.168.0.1,200.170.190.57,,70-cd-0d-37-35-39,70-cd-0d-37-35-39,normal,526060,NXHQPAL00M130001219Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W2267,2023-09-11T14:36:15Z,2022-11-24T15:49:22Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-09-05T14:01:45Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 14:35 UTC","General-Response-Windows
24 Nov 22 15:49 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,72aec6d114e2493fbb70e24af7077a79,192.168.0.232,192.168.0.232,192.168.0.1,177.190.196.142,,70-cf-49-e4-65-6a,70-cf-49-e4-65-6a,normal,526060,HYVF4F3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W3417,2023-09-11T14:55:01Z,2022-10-19T20:59:57Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-11T08:25:59Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:25 UTC","General-Response-Windows
30 May 23 13:12 UTC","General-Sensor-Windows
11 Sep 23 08:32 UTC",No policy,No policy,753c4d9531fc4f228636f2f2eca47507,192.168.15.55,2804:18:4800:52a5:821:1d9c:a06a:e3dd,2804:18:4800:52a5:821:1d9c:a06a:e3dd,187.113.77.30,,00-d7-6d-12-db-85,00-d7-6d-12-db-85,normal,526017,41CPSH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M3578,2023-09-11T14:31:30Z,2023-07-18T11:11:58Z,Mac,Monterey (12),21G115,,21.6.2000,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
18 Jul 23 11:13 UTC","General-Response-Mac
18 Jul 23 11:13 UTC","General-Sensor-Mac
18 Jul 23 11:13 UTC",No policy,No policy,a72d2301c3204941bd82561d6ed6d79f,,,,177.190.196.142,,,,normal,591594,C02G50FNMD6M,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
LOFT-W6221,2023-09-11T14:33:44Z,2023-05-18T13:19:26Z,Windows,Windows 10,"1,90E+04",Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-06T12:06:16Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 16:04 UTC","General-Response-Windows
18 May 23 13:28 UTC","General-Sensor-Windows
29 Aug 23 15:33 UTC",No policy,No policy,5282e7fecf4348d0b05169b12b16b651,192.168.1.11,192.168.1.11,192.168.1.254,200.202.110.144,,00-d7-6d-5f-b1-3a,00-d7-6d-5f-b1-3a,normal,526017,52KXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W6109,2023-09-10T14:01:56Z,2023-02-28T14:35:00Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-08T18:19:14Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 15:09 UTC","General-Response-Windows
28 Feb 23 14:36 UTC","General-Sensor-Windows
29 Aug 23 14:35 UTC",No policy,No policy,70fd37f421774636b2dea12fd96cf587,192.168.0.6,192.168.0.6,192.168.0.1,177.140.27.70,,00-d7-6d-5c-66-fb,00-d7-6d-5c-66-fb,normal,526017,HJJXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M3085,2023-09-11T14:50:49Z,2023-07-06T14:55:13Z,Mac,Monterey (12),21G403,,21.6.2000,"MacBookPro18,1",Apple Inc.,Workstation,Invalid Chassis Type,,,,"General-Prevention-Mac
10 Jul 23 19:01 UTC","General-Response-Mac
06 Jul 23 14:57 UTC","General-Sensor-Mac
06 Jul 23 14:59 UTC",No policy,No policy,8dab6a7494554288a6bc468d8e1f8a40,192.168.10.8,,,187.45.55.68,,b0-de-28-59-dc-50,,normal,4294967295,XP6M7VXWRL,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
CP-CWB-W2164,2023-09-11T14:55:50Z,2023-04-10T15:37:43Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Aspire A515-54,Acer,Workstation,Laptop,2023-08-31T20:58:55Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:38 UTC","General-Response-Windows
10 Apr 23 15:39 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,04c1ea9657424d8093b2590fe339c81b,10.111.140.106,10.111.140.106,10.111.140.1,200.170.190.57,,d8-f3-bc-6d-64-f7,d8-f3-bc-6d-64-f7,normal,526060,NXHQMAL00T138028599Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W6128,2023-09-11T14:59:14Z,2023-07-17T20:25:08Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-09T20:20:31Z,,,"General-Prevention-Windows-Workstation
21 Aug 23 23:44 UTC","General-Response-Windows
21 Aug 23 23:39 UTC","General-Sensor-Windows
29 Aug 23 15:07 UTC",No policy,No policy,eb419a962cda4cd99b6e1a78fe6dcb40,192.168.15.33,192.168.15.33,192.168.15.1,201.47.227.103,,b4-45-06-33-14-77,b4-45-06-33-14-77,normal,526017,1LJXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-W3062,2023-09-11T14:37:49Z,2023-07-14T11:18:06Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-25T18:52:10Z,,,"General-Prevention-Windows-Workstation
14 Jul 23 11:19 UTC","General-Response-Windows
14 Jul 23 11:19 UTC","General-Sensor-Windows
29 Aug 23 17:53 UTC",No policy,No policy,718fd0eff3b0438190348173432031e2,192.168.15.8,192.168.15.8,192.168.15.1,179.100.49.21,,00-d7-6d-12-e6-61,00-d7-6d-12-e6-61,normal,526017,FXBPSH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-SPW-3099,2023-09-11T05:03:53Z,2021-09-20T18:19:05Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-11T04:39:19Z,,,"General-Prevention-Windows-Workstation
12 Jul 23 19:30 UTC","General-Response-Windows
12 Jul 23 19:28 UTC","General-Sensor-Windows
29 Aug 23 21:18 UTC",No policy,No policy,494f316eb4834f3f8555183f467a686e,10.0.1.125,10.0.1.125,10.0.0.1,196.61.11.250,,00-d7-6d-12-da-c7,00-d7-6d-12-da-c7,normal,526017,20CPSH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-W2275,2023-08-11T21:19:56Z,2023-08-11T18:44:34Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.963,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-08-11T18:43:56Z,,,"General-Prevention-Windows-Workstation
11 Aug 23 18:46 UTC","General-Response-Windows
11 Aug 23 18:46 UTC","General-Sensor-Windows
11 Aug 23 18:49 UTC",No policy,No policy,6cd96ba7e79547c3b3dfa54e18078f7c,10.111.110.23,10.111.110.23,10.111.110.1,200.170.190.57,,70-cf-49-e5-6b-db,70-cf-49-e5-6b-db,normal,526060,CWVF4F3,6.49.16303.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,TESTE-CS-GRP-BR-CP-Windows"
